Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
HCAG-03,Human-centered Algorithmic Governance,Fairness & Bias,Does the DAO explicitly consider the short- and long-term social consequences of the algorithmic systems in the development and use of algorithms?,Yes,"Maker DAO is aware of the cosnequences of their algortihmic systems, as shown through their emergency procedures. Additionally, through the Dark Fix Mechanism.",Charles Adjovu,MakerDAO,,,Yes,100.0,100.000
BSP-01,Broad Stakeholder Participation,Economic Inequality,Is the DAO 's Gini Coefficient for economic tokens less than or equal to fifty percent ( <= 50%)?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Optimism,Very hard,,Does not answer question,0.0,0.000
BSP-02,Broad Stakeholder Participation,Voting Power,Is the Banzhaf Index for each individual member less than or equal to twenty-five percent (<= 25.0%)?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Optimism,Medium,,Does not answer question,0.0,0.000
BSP-03,Broad Stakeholder Participation,Communication,Does the DAO explicitly state that private communication channels are for sensitive or confidential matters?,Does not answer question,Unable to find an adequate source,Charles Adjovu,Optimism,Very hard,,Does not answer question,0.0,0.000
BSP-04,Broad Stakeholder Participation,Identity,Does the DAO explicitly require members to verify that they have a unique digital identity?,Partial,"Optimism Collective (OC) requires members of the Citizens' House to have an entry (i.e., obtain citizenship) in the AttestationStation smart contract. However, a unique digital identity is not required for members of the Token House. Though, if a Token House member seeks to sit on a committee, they will need to complete a Know Your Customer (KYC) procedure with the Optimism Foundation.",Charles Adjovu,Optimism,Easy,"Citizenship,Operating Manual v0.3.5: The Token House and Citizens' House,Phase 1 Committee Formation Proposal Template",Partial,50.0,50.000
BSP-05,Broad Stakeholder Participation,Management,Does the DAO have any leadership roles?,Yes,The leadership roles are self-nominated or proxy-nominated Delegates.,Charles Adjovu,Optimism,Easy,"Optimism Delegation FAQ,How to Delegate Your Tokens",Yes,100.0,100.000
BSP-06,Broad Stakeholder Participation,Management,Does the DAO have any management roles?,Yes,"The Committee Lead role on governance committees can be considered a management role. The Committee Lead is responsible for the ""general coordination of the committee....""",Charles Adjovu,Optimism,Medium,"Committees: Next Steps for Season 2,Introducing Governance Committees,Grants Council: Internal Operating Procedures",Yes,100.0,100.000
BSP-07,Broad Stakeholder Participation,Conduct,"Does the DAO require members to adhere to a standard of conduct, such as described in a code of conduct?",Yes,"Optimism's code of conduct applies to all active delegates, badgeholders, grant recipients (“Optimists”).",Charles Adjovu,Optimism,Medium,Optimism Code of Conduct,Yes,100.0,100.000
BSP-08,Broad Stakeholder Participation,Language,Does the DAO provide a glossary of internal terms?,Partial,"Optimism Collective defines all the relevant terms in OC's governance. However, the terms are not collated into a single document.",Charles Adjovu,Optimism,Easy,"What is the Optimism Collective?,Operating Manual v0.3.5: The Token House and Citizens' House",Partial,50.0,50.000
BSP-09,Broad Stakeholder Participation,Governance,Does the DAO use a participatory governance model?,Partial,"Optimism utilizes a bicameral referendum (or proposal-based) system. The governing bodies are the Token House and the Citizens House. OP holders in the Token House vote on the following proposals:
- Governance fund grants
- Protocol upgrades
- Inflation adjustment
- Director removal
- Treasury appropriations
- Rights protection

The Citizens' House is responsible for retroactive public goods funding (RPGF) . The Token House utilizes a token-based weighted scheme, while the Citizens' House utilizes a one-identity, one-vote scheme. In the Token House, OP token holders can vote themselves or delegate to another OP token holder, a delegate. There are no restrictions on who can become a delegate in the Token House. In the Citizens' House, OP token holders who hold a voting badge can vote in RetroPGF rounds. It does not appear to be that delegation is allowed in the Citizens' House.

OP holders in the Token House also approves topic-specific committees to advise OP holders and delegates on proposals.
.",Charles Adjovu,Optimism,Hard,"RetroPGF Round 2,Citizenship,Operating Manual v0.3.5: The Token House and Citizens' House,Optimism Delegation FAQ,What is the Optimism Collective?,DeFi Committee A: Season 2 Recommendations",Partial,50.0,50.000
BSP-10,Broad Stakeholder Participation,Dispute Resolution,Does the DAO have an explicitly defined dispute resolution mechanism?,Partial,"The Optimism Foundation is tasked with handling disputes that may arise in the Optimism Collective (OC). However, no explicitly defined procedure exists for dispute resolution.",Charles Adjovu,Optimism,Medium,Operating Manual v0.3.5: The Token House and Citizens' House,Partial,50.0,50.000
BSP-11,Broad Stakeholder Participation,Ownership,Does the DAO have a shared ownership model?,No,"OP token holders have governance rights, but not economic rights. Though, OP tokens are tradeable on multiple markets, giving OP tokens an economic value.",Charles Adjovu,Optimism,Medium,"OP Economics,OP Allocations",No,0.0,0.000
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Yes,"Optimism's process for becoming a Delegate in the Token House governing body is a self-nomination process. Ideally, a OP token holder will create a delegate profile on Optimism Agora.",Charles Adjovu,Optimism,Medium,"Optimism Delegation FAQ,Operating Manual v0.3.5: The Token House and Citizens' House,What it takes to become a Delegate?",Yes,100.0,100.000
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Yes,Members can receive compensation for contributing to OP as a core contributor and as a committee member for Token House governance.,Charles Adjovu,Optimism,Medium,"Phase 1 Committee Formation Proposal Template,Committees: Next Steps for Season 2,What is the Optimism Collective?,OP Allocations",Yes,100.0,100.000
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Yes,"Optimism Collective (OC) has delegates from multiple countries. Notably, Lefteris Karapetsas, located in Berlin, Germany, Europe, and Penn Blockchain, located in Pennsylvania, United States of America, North America.",Charles Adjovu,Optimism,Hard,"Optimism Delegates,Penn Blockchain profile on Tally as an Optimism Delegate,Lefteris Karapetsas profile on Tally as an Optimism Delegate",Yes,100.0,100.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Yes,"Optimism Collective (OC) has delegates from multiple countries. Notably, Lefteris Karapetsas, located in Berlin, Germany, Europe, and Penn Blockchain, located in Pennsylvania, United States of America, North America.",Charles Adjovu,Optimism,Hard,"Optimism Delegates,Penn Blockchain profile on Tally as an Optimism Delegate,Lefteris Karapetsas profile on Tally as an Optimism Delegate",Yes,100.0,100.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Yes,"Optimism Collective (OC) has managers from multiple geographic regions. Notably, on the Grants Council, GFX Labs from North America, and Krzysztof Urbański from Europe.",Charles Adjovu,Optimism,Very hard,"Committees: Next Steps for Season 2,Builders Sub-Committee,kaereste.eth Profile on Twitter,Growth Experiments Sub-Committee,GFX Labs Profile on Twitter,Grants Council: Season 3 Launch,Grants Council: Internal Operating Procedures",Yes,100.0,100.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,Optimism has a multi-sig account via Gnosis Safe.,Charles Adjovu,Optimism,Easy,"Optimism's Multi-sig Profile on Tally,Optimism Foundation Gnosis Safe",Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",No,Optimism Collective (OP) does not use a specific currency to recognize contributions beyond financial holdings.,Charles Adjovu,Optimism,Easy,"What is the Optimism Collective?,OP Economics,OP Allocations",No,0.0,0.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,Collective Membership is signified by ownership or possession of the OP token.,Charles Adjovu,Optimism,Easy,What is the Optimism Collective?,Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Yes,"Optimism Collective redistributes profit/surplus from direct or auctioned sequencer revenue to fund public goods projects via RetroPGF. Notably, for OP token holders, ""[v]alue accrues ... through the productive re-deployment of sequencer revenue."" In other words, the redistribution of direct or auctioned sequencer revenue will lead to OP tokens becoming more valuable, thereby increasing the value of an OP token holder's OP token holdings.",Charles Adjovu,Optimism,Easy,"OP Economics,OP Allocations",Yes,100.0,100.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Yes,"Optimism Collective's (OC) Code of Conduct act as a formal accountability mechanism for all active delegates, badgeholders, grant recipients. The Code of Conduct describes the accountability mechanisms in the Accountability section. Additionally, it is the Optimism Foundation's responsibility to ""facilitate the administration of the governance procedures described ... with the aim of ensuring that members of the Collective may participate thoughtfully in governance."" Lastly, the Code of Conduct also describes enforcement actions for violations of the Code of Conduct.",Charles Adjovu,Optimism,Medium,"Optimism Code of Conduct,Operating Manual v0.3.5: The Token House and Citizens' House,Delegate Commitments",Yes,100.0,100.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Partial,"Optimism Collective (OC) has an amendment procedure, but the amendment procedure is not well-defined.",Charles Adjovu,Optimism,Easy,Operating Manual v0.3.5: The Token House and Citizens' House,Partial,50.0,50.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Partial,"Optimism has a defined governance process, described in the OPerating Manual. The Operating Manual describes the types of proposals members of the Token House can vote on, and the procedure for RetroPGF for Citizens' House members. Additionally, the decision-making processes are described for Committees. However, it would be better to have all decision-making processes and bodies described in a single document.",Charles Adjovu,Optimism,Medium,"Operating Manual v0.3.5: The Token House and Citizens' House,Committees: Next Steps for Season 2,Phase 1 Committee Formation Proposal Template",Partial,50.0,50.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",Does not answer question,Unable to find an adequate source,Charles Adjovu,Optimism,Very hard,,Does not answer question,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,No,"Optimism Collective's (OC) OP token grants holders governance rights  over the Optimism ecosystem, and economic rights from OP tokens accruing value.",Charles Adjovu,Optimism,Easy,OP Economics,No,0.0,0.000
